origin_country_name,dispatch_country_name,commodity_code,steel_product_group,tonnes,value,active_months,origin_dispatch_different
Spain,Portugal,72131000,Hot-rolled bars and rods,12622.16,6836155,14,True
Finland,Finland,72085120,Hot-rolled flat products,12531.975999999999,9816557,29,False
Netherlands,Netherlands,72091690,Cold-rolled flat products,12452.893,9437816,29,False
Belgium,Belgium,72044990,Ferrous waste and scrap,12446.834,2337382,10,False
France,France,72082700,Hot-rolled flat products,12379.682,9163633,29,False
China,China,72172030,Wire,12291.733,8560881,27,False
Finland,Finland,72083600,Hot-rolled flat products,12289.493,7002458,25,False
Malaysia,Malaysia,72142000,Other bars and rods,12280.76,5106771,2,False
Turkey,Turkey,72149110,Other bars and rods,12243.396,6818906,18,False
Kazakhstan,Kazakhstan,72024190,Ferro-alloys,12195.028,15372106,26,False
Germany,Germany,72081000,Hot-rolled flat products,12097.725,7038670,27,False
Egypt,Egypt,72083600,Hot-rolled flat products,12053.941,5558379,10,False
South Korea,South Korea,72106100,Coated or plated flat products,11982.07,9232837,19,False
Unknown / not supplied,France,72083700,Hot-rolled flat products,11965.539999999999,6142616,25,True
Taiwan,Taiwan,72083800,Hot-rolled flat products,11831.047,5736209,18,False
France,France,72085120,Hot-rolled flat products,11806.023,11517186,29,False
Turkey,Turkey,72299090,Alloy steel wire,11683.935,9048460,29,False
Indonesia,Indonesia,72085120,Hot-rolled flat products,11581.385,6271661,2,False
Sweden,Sweden,72082500,Hot-rolled flat products,11569.84,7254748,27,False
Unknown / not supplied,Germany,72083800,Hot-rolled flat products,11504.16,5969064,20,True
Spain,Spain,72171039,Wire,11466.656,9862469,29,False
Unknown / not supplied,Luxembourg,72163291,Angles shapes and sections,11430.016,8813515,26,True
Brazil,Brazil,72026000,Ferro-alloys,11397.131,35265640,18,False
Sweden,Sweden,72282091,Other alloy bars rods and sections,11392.424,8870937,29,False
Belgium,Belgium,72253090,Other alloy flat products,11138.303,5985396,28,False
Italy,Italy,72107080,Coated or plated flat products,11061.588,13471042,29,False
Belgium,Belgium,72192210,Stainless steel flat products,11018.896,28490721,29,False
Spain,Spain,72164010,Angles shapes and sections,10976.374,7053132,29,False
France,France,72051000,Granules and powders,10896.030999999999,7447863,29,False
Unknown / not supplied,France,72104900,Coated or plated flat products,10842.565,7254852,26,True
Finland,Netherlands,72193310,Stainless steel flat products,10724.76,29718400,26,True
Finland,Belgium,72193310,Stainless steel flat products,10679.075,27720509,29,True
Finland,Finland,72254060,Other alloy flat products,10662.267,8925779,28,False
Japan,Japan,72083700,Hot-rolled flat products,10651.64,5203839,8,False
Germany,Netherlands,72044990,Ferrous waste and scrap,10619.628,2393911,4,True
Germany,Germany,72071116,Semi-finished steel,10587.737000000001,5226633,11,False
Germany,Netherlands,72085299,Hot-rolled flat products,10577.476999999999,7370538,23,True
Belgium,Belgium,72254040,Other alloy flat products,10534.649,15899928,29,False
China,China,72292000,Alloy steel wire,10389.211,7447686,29,False
France,France,72101220,Coated or plated flat products,10364.925,14587496,29,False
Finland,Finland,72085390,Hot-rolled flat products,10352.385,6157799,20,False
Germany,Netherlands,72085120,Hot-rolled flat products,10335.923,10466111,29,True
Japan,Japan,72085120,Hot-rolled flat products,10113.433,9450489,1,False
India,India,72072017,Semi-finished steel,10038.69,5526891,1,False
Sweden,Sweden,72071210,Semi-finished steel,9999.37,5357769,1,False
Germany,Netherlands,72083600,Hot-rolled flat products,9927.935,6745849,16,True
Vietnam,Vietnam,72083800,Hot-rolled flat products,9914.296,5336140,10,False
Vietnam,Vietnam,72071210,Semi-finished steel,9864.528,4658517,3,False
Spain,Spain,72172030,Wire,9817.689,9102954,29,False
South Korea,South Korea,72083800,Hot-rolled flat products,9674.05,4683048,9,False
Spain,Spain,72131000,Hot-rolled bars and rods,9389.380000000001,4872902,8,False
China,China,72193410,Stainless steel flat products,9359.694,15593754,29,False
Spain,Spain,72142000,Other bars and rods,9340.853000000001,4666834,15,False
Turkey,Turkey,72165010,Angles shapes and sections,9307.441,5456279,14,False
Unknown / not supplied,France,72083800,Hot-rolled flat products,9238.314,4673191,20,True
Turkey,Turkey,72165091,Angles shapes and sections,9172.234,5532301,18,False
Italy,Italy,72139910,Hot-rolled bars and rods,9151.212,7458864,23,False
India,Belgium,72163299,Angles shapes and sections,9078.219,6188973,3,True
Brazil,Netherlands,72011090,Pig iron,9065.591,4514315,7,True
France,France,72106900,Coated or plated flat products,9006.993,8997799,29,False
France,France,72149939,Other bars and rods,8918.968,5465988,29,False
Ukraine,Poland,72011090,Pig iron,8889.6,3186326,3,True
Spain,Spain,72155011,Other bars and rods,8876.201000000001,9369248,29,False
France,France,72132000,Hot-rolled bars and rods,8865.913,6170966,28,False
Spain,Spain,72193310,Stainless steel flat products,8757.39,21477537,26,False
France,Belgium,72162100,Angles shapes and sections,8754.009,5579228,21,True
Norway,Netherlands,72022100,Ferro-alloys,8737.744,11049080,21,True
China,China,72193390,Stainless steel flat products,8669.223,9985130,29,False
Italy,Italy,72151000,Other bars and rods,8663.802,7567510,29,False
Portugal,Portugal,72123000,Coated flat products under 600mm,8657.388,6145229,28,False
Finland,Finland,72082500,Hot-rolled flat products,8617.191,4960930,18,False
Italy,Italy,72173041,Wire,8598.132,7128097,29,False
Spain,Spain,72222021,Stainless steel bars sections and wire,8560.343,27246812,29,False
Turkey,Turkey,72085120,Hot-rolled flat products,8517.478,4697040,21,False
Luxembourg,Luxembourg,72172030,Wire,8495.907000000001,8899392,28,False
India,India,72091790,Cold-rolled flat products,8481.816,4811039,11,False
Finland,Finland,72193310,Stainless steel flat products,8383.834,22222776,29,False
Spain,Spain,72162100,Angles shapes and sections,8243.565,4826731,29,False
Germany,Germany,72112900,Flat products under 600mm,8215.417,15065715,29,False
South Korea,South Korea,72085291,Hot-rolled flat products,8159.375999999999,4714060,20,False
Unknown / not supplied,Spain,72142000,Other bars and rods,8099.57,4469321,13,True
Netherlands,Netherlands,72091790,Cold-rolled flat products,8089.74,6871377,25,False
Germany,Germany,72285069,Other alloy bars rods and sections,8079.667,12731309,29,False
Luxembourg,Netherlands,72163390,Angles shapes and sections,8045.268,6284660,28,True
Germany,Germany,72051000,Granules and powders,8035.718,7321414,29,False
Turkey,Egypt,72142000,Other bars and rods,8010.04,3520747,2,True
Czechia,Czechia,72292000,Alloy steel wire,7995.097,11159866,29,False
Unknown / not supplied,Ireland,72083900,Hot-rolled flat products,7994.281,7655098,29,True
Netherlands,Netherlands,72042110,Ferrous waste and scrap,7892.102000000001,10901094,6,False
Unknown / not supplied,Finland,72254040,Other alloy flat products,7835.482,10691142,29,True
Netherlands,Netherlands,72166110,Angles shapes and sections,7823.955,13223186,29,False
Turkey,Turkey,72085299,Hot-rolled flat products,7775.262,4520293,15,False
China,China,72163291,Angles shapes and sections,7747.357999999999,3781648,4,False
France,France,72111300,Flat products under 600mm,7717.464,4834167,29,False
Turkey,Turkey,72155080,Other bars and rods,7686.423,5467971,29,False
Norway,Norway,72021180,Ferro-alloys,7676.85,7046573,17,False
Czechia,Poland,72149931,Other bars and rods,7650.57,5586395,27,True
South Africa,Netherlands,72011090,Pig iron,7597.45,4521433,4,True
Spain,Spain,72051000,Granules and powders,7581.364,5265446,28,False
Unknown / not supplied,Portugal,72139110,Hot-rolled bars and rods,7563.1,3902577,7,True
Germany,Germany,72254040,Other alloy flat products,7561.108,9784539,29,False
Belgium,Belgium,72089080,Hot-rolled flat products,7559.464,8158559,24,False
Finland,Finland,72024190,Ferro-alloys,7510.54,6824543,4,False
Unknown / not supplied,Spain,72163110,Angles shapes and sections,7418.761,4569926,26,True
Turkey,Turkey,72163190,Angles shapes and sections,7410.473,5094852,15,False
China,China,72179020,Wire,7313.843,4551410,24,False
South Africa,South Africa,72024190,Ferro-alloys,7290.785,3625195,4,False
Italy,Italy,72284090,Other alloy bars rods and sections,7282.964,14497972,29,False
Brazil,Germany,72091690,Cold-rolled flat products,7274.83,4148399,1,True
France,France,72149910,Other bars and rods,7271.668,11644590,17,False
China,China,72107010,Coated or plated flat products,7268.264,5038339,24,False
Turkey,Turkey,72249007,Alloy steel ingots and semi-finished,7260.908,7070852,25,False
Slovakia,Slovakia,72172030,Wire,7242.943,7245234,27,False
Ukraine,Ukraine,72083900,Hot-rolled flat products,7232.96,3995662,3,False
France,France,72164010,Angles shapes and sections,7222.333,4623919,29,False
Spain,Spain,72139141,Hot-rolled bars and rods,7200.041,3815000,13,False
Unknown / not supplied,Ireland,72085299,Hot-rolled flat products,7181.37,4462855,29,True
India,India,72071290,Semi-finished steel,7127.075,3780095,5,False
Italy,Italy,72104900,Coated or plated flat products,7119.918000000001,4398080,25,False
France,France,72091790,Cold-rolled flat products,7110.54,5936640,29,False
India,India,72085120,Hot-rolled flat products,7099.2609999999995,3843240,7,False
Czechia,Poland,72149971,Other bars and rods,7091.731,5256133,27,True
Turkey,Turkey,72111900,Flat products under 600mm,7084.951,3802185,22,False
Germany,Germany,72139141,Hot-rolled bars and rods,7081.3279999999995,3677422,19,False
Turkey,Turkey,72165099,Angles shapes and sections,7066.84,3972735,19,False
Spain,Spain,72192210,Stainless steel flat products,7064.388,16260699,25,False
Italy,Italy,72222011,Stainless steel bars sections and wire,7032.666,30139212,29,False
Sweden,Sweden,72082600,Hot-rolled flat products,7030.3,4370549,27,False
Germany,Germany,72142000,Other bars and rods,6988.809,8863330,29,False
India,India,72253090,Other alloy flat products,6925.12,3380740,3,False
Sweden,Sweden,72192210,Stainless steel flat products,6910.426,19974328,29,False
France,France,72254040,Other alloy flat products,6837.139,33649692,29,False
Brazil,Brazil,72163390,Angles shapes and sections,6823.269,3496838,3,False
Sweden,Sweden,72283069,Other alloy bars rods and sections,6811.29,7905726,29,False
Germany,Germany,72131000,Hot-rolled bars and rods,6777.219,4265647,28,False
Taiwan,Taiwan,72083600,Hot-rolled flat products,6754.57,3429976,13,False
Sweden,Sweden,72085198,Hot-rolled flat products,6733.83,4514157,28,False
South Africa,South Africa,72193390,Stainless steel flat products,6701.427,9342109,22,False
Belgium,Belgium,72091891,Cold-rolled flat products,6694.177,4710997,29,False
Austria,Austria,72254040,Other alloy flat products,6665.287,7091044,23,False
Germany,Germany,72193310,Stainless steel flat products,6664.571,17064652,29,False
Belgium,Belgium,72199080,Stainless steel flat products,6599.603,16779492,29,False
South Korea,South Korea,72085191,Hot-rolled flat products,6587.687,3857693,21,False
Thailand,Thailand,72163390,Angles shapes and sections,6570.915,2963597,1,False
Portugal,Portugal,72171090,Wire,6569.866,5175695,29,False
Turkey,Turkey,72149950,Other bars and rods,6548.055,4100147,21,False
Unknown / not supplied,Ireland,72142000,Other bars and rods,6539.774,4135891,28,True
Spain,Spain,72285069,Other alloy bars rods and sections,6514.231,11630916,29,False
China,China,72193490,Stainless steel flat products,6468.531,7785882,29,False
Sweden,Sweden,72202041,Stainless steel flat products under 600mm,6434.464,36243407,28,False
Germany,Germany,72249014,Alloy steel ingots and semi-finished,6414.629,13353985,26,False
Unknown / not supplied,Belgium,72091690,Cold-rolled flat products,6346.383,3888622,24,True
Turkey,Turkey,72042110,Ferrous waste and scrap,6216.252,10292285,17,False
Sweden,Sweden,72149110,Other bars and rods,6191.497,4436750,29,False
Turkey,Turkey,72042190,Ferrous waste and scrap,6053.972000000001,6494428,7,False
Germany,Netherlands,72083800,Hot-rolled flat products,6041.048,4014287,18,True
Austria,Austria,72171090,Wire,6022.803,13535859,22,False
Ireland,Ireland,72042110,Ferrous waste and scrap,6009.577,6383727,29,False
Germany,Germany,72272000,Alloy bars and rods hot-rolled,5955.2339999999995,4144380,23,False
Ireland,Ireland,72142000,Other bars and rods,5950.116,4027267,29,False
Finland,Netherlands,72024190,Ferro-alloys,5909.762,7976020,7,True
Italy,Italy,72249007,Alloy steel ingots and semi-finished,5892.521,5747151,19,False
Italy,Italy,72287010,Other alloy bars rods and sections,5891.376,6640546,29,False
Czechia,Czechia,72172030,Wire,5867.217000000001,5782870,27,False
China,China,72141000,Other bars and rods,5852.01,5124893,28,False
Germany,Netherlands,72249014,Alloy steel ingots and semi-finished,5840.57,3650267,9,True
Spain,Spain,72269191,Other alloy flat products under 600mm,5770.533,4473165,28,False
Finland,Finland,72104900,Coated or plated flat products,5767.72,4403991,25,False
Germany,Germany,72091690,Cold-rolled flat products,5728.204,4347699,28,False
Unknown / not supplied,Ireland,72044199,Ferrous waste and scrap,5719.462,1269484,28,True
Ireland,Ireland,72042190,Ferrous waste and scrap,5697.3,7075655,29,False
Germany,Germany,72171039,Wire,5671.044,6289028,29,False
Japan,Germany,72091790,Cold-rolled flat products,5657.67,3440356,4,True
Unknown / not supplied,Netherlands,72104900,Coated or plated flat products,5608.89,3622763,28,True
Belgium,Belgium,72083600,Hot-rolled flat products,5570.587,3373128,21,False
Germany,Netherlands,72042190,Ferrous waste and scrap,5550.246999999999,5524688,2,True
India,India,72230019,Stainless steel wire,5534.398,14020852,29,False
China,China,72155019,Other bars and rods,5523.383,2982390,26,False
Sweden,Sweden,72083800,Hot-rolled flat products,5485.8949999999995,3223475,25,False
Finland,Finland,72283061,Other alloy bars rods and sections,5481.887,8594371,29,False
China,China,72149971,Other bars and rods,5469.078,3264389,26,False
Spain,Spain,72249014,Alloy steel ingots and semi-finished,5459.836,4427163,28,False
South Korea,Netherlands,72163291,Angles shapes and sections,5437.25,3639014,17,True
Germany,Germany,72111300,Flat products under 600mm,5434.638,3746972,23,False
France,France,72082500,Hot-rolled flat products,5415.867,3280080,29,False
Netherlands,Netherlands,72043000,Ferrous waste and scrap,5406.93,582008,2,False
Japan,Japan,72249038,Alloy steel ingots and semi-finished,5397.386,2185469,1,False
Turkey,Turkey,72024190,Ferro-alloys,5386.649,6819038,12,False
Denmark,Denmark,72085291,Hot-rolled flat products,5355.4169999999995,4395935,26,False
Netherlands,Netherlands,72255080,Other alloy flat products,5351.308,4318022,28,False
Sweden,Sweden,72193490,Stainless steel flat products,5348.448,15677215,29,False
Germany,Germany,72171090,Wire,5329.333,10442289,28,False
United Kingdom,Ireland,72044990,Ferrous waste and scrap,5300.0,1098885,15,True
Ukraine,Netherlands,72139110,Hot-rolled bars and rods,5276.636,2860529,1,True
China,China,72149931,Other bars and rods,5232.352,3129344,23,False
Spain,Spain,72222031,Stainless steel bars sections and wire,5222.7029999999995,15537688,29,False
Germany,Netherlands,72253090,Other alloy flat products,5217.005,3393354,9,True
Ireland,Ireland,72044930,Ferrous waste and scrap,5207.12,683750,29,False
Malaysia,Malaysia,72192110,Stainless steel flat products,5194.785,3113532,5,False
Greece,Greece,72124020,Coated flat products under 600mm,5191.921,3803440,29,False
Japan,Japan,72083600,Hot-rolled flat products,5150.33,2462664,6,False
Finland,Finland,72254040,Other alloy flat products,5134.967000000001,5755447,28,False
Luxembourg,France,72299090,Alloy steel wire,5101.068,6680007,29,True
Austria,Germany,72259200,Other alloy flat products,5100.85,4953791,11,True
Belgium,Belgium,72169110,Angles shapes and sections,5100.2,7621077,29,False
Taiwan,Taiwan,72071210,Semi-finished steel,5081.76,2111934,1,False
Brazil,Brazil,72163291,Angles shapes and sections,5079.025,2628231,3,False
Sweden,Sweden,72085390,Hot-rolled flat products,5054.894,8812534,27,False
Turkey,Turkey,72285069,Other alloy bars rods and sections,5041.792,4054313,26,False
Sweden,Sweden,72083600,Hot-rolled flat products,4990.784,2948838,21,False
China,China,72072080,Semi-finished steel,4960.508,19061531,29,False
Sweden,Sweden,72192110,Stainless steel flat products,4945.074,15998383,29,False
Turkey,Turkey,72171090,Wire,4928.927,3931296,29,False
Finland,Netherlands,72193210,Stainless steel flat products,4925.769,13315468,24,True
Portugal,Portugal,72171039,Wire,4916.043,3246832,25,False
Turkey,Turkey,72163310,Angles shapes and sections,4910.024,3295115,9,False
France,France,72149950,Other bars and rods,4906.879,3056542,29,False
Spain,Spain,72193410,Stainless steel flat products,4894.009,12487556,25,False
Germany,Germany,72193410,Stainless steel flat products,4888.415,12517004,29,False
Finland,Finland,72259200,Other alloy flat products,4877.888,4763954,28,False
Vietnam,Spain,72083700,Hot-rolled flat products,4872.715,2413281,1,True
Ireland,Ireland,72044990,Ferrous waste and scrap,4869.883,2063262,26,False
Netherlands,Netherlands,72024190,Ferro-alloys,4864.084,5813908,4,False
China,China,72193210,Stainless steel flat products,4858.574,8871584,29,False
Vietnam,Vietnam,72106100,Coated or plated flat products,4854.005,2976132,14,False
India,India,72172010,Wire,4852.698,6329200,28,False
France,France,72083800,Hot-rolled flat products,4814.668,2550758,28,False
Unknown / not supplied,Germany,72083600,Hot-rolled flat products,4787.744,2568714,16,True
Brazil,Brazil,72042110,Ferrous waste and scrap,4774.4,6726403,6,False
Netherlands,Netherlands,72082700,Hot-rolled flat products,4771.829,3140713,28,False
Greece,Greece,72119080,Flat products under 600mm,4762.995,3800275,29,False
Belgium,Belgium,72259100,Other alloy flat products,4721.856,3899265,29,False
Vietnam,South Korea,72104900,Coated or plated flat products,4710.355,2922852,6,True
Finland,Belgium,72193210,Stainless steel flat products,4706.038,12276483,29,True
Norway,Spain,72023000,Ferro-alloys,4693.26,4414957,8,True
Brazil,France,72249090,Alloy steel ingots and semi-finished,4691.348,1905024,1,True
Italy,Italy,72149110,Other bars and rods,4687.467,3316283,29,False
Germany,Netherlands,72083900,Hot-rolled flat products,4675.566,3047508,17,True
Belgium,Belgium,72052100,Granules and powders,4663.468,42451218,29,False
Sweden,Sweden,72283070,Other alloy bars rods and sections,4657.292,3900379,29,False
China,China,72192210,Stainless steel flat products,4648.99,7822995,29,False
Norway,Netherlands,72022990,Ferro-alloys,4639.742,7216519,21,True
Unknown / not supplied,Ireland,72042900,Ferrous waste and scrap,4633.326,1535234,24,True
Japan,Japan,72104900,Coated or plated flat products,4611.555,2684572,14,False
Turkey,Turkey,72085198,Hot-rolled flat products,4587.084,2596935,19,False
India,India,72023000,Ferro-alloys,4587.0,3772962,16,False
France,Belgium,72149939,Other bars and rods,4582.4220000000005,2837015,21,True
Turkey,Turkey,72091690,Cold-rolled flat products,4553.135,2391101,8,False
Turkey,Turkey,72172090,Wire,4539.142,3604103,29,False
Spain,Spain,72179020,Wire,4523.693,3824816,29,False
Germany,Germany,72193490,Stainless steel flat products,4523.356,8266584,29,False
China,China,72163390,Angles shapes and sections,4515.966,2388163,4,False
Unknown / not supplied,Spain,72163310,Angles shapes and sections,4515.727,2733984,27,True
Germany,Germany,72123000,Coated flat products under 600mm,4510.557,5032033,29,False
Netherlands,Netherlands,72085390,Hot-rolled flat products,4506.979,3411568,29,False
Denmark,Denmark,72085191,Hot-rolled flat products,4505.927,3452629,25,False
Morocco,Morocco,72104900,Coated or plated flat products,4504.57,3636728,5,False
Austria,Netherlands,72082500,Hot-rolled flat products,4495.08,2756450,12,True
India,Netherlands,72023000,Ferro-alloys,4478.86,4175512,14,True
Brazil,Brazil,72091690,Cold-rolled flat products,4447.43,2227239,1,False
Turkey,Turkey,72151000,Other bars and rods,4422.029,3473963,29,False
Italy,Italy,72249038,Alloy steel ingots and semi-finished,4404.171,4022983,23,False
Turkey,Turkey,72161000,Angles shapes and sections,4402.402,2764195,13,False
Unknown / not supplied,Finland,72254060,Other alloy flat products,4385.441,5986053,29,True
Italy,Italy,72222021,Stainless steel bars sections and wire,4381.544,19453408,29,False
Slovakia,Slovakia,72172090,Wire,4367.175,6385311,28,False
France,Belgium,72193310,Stainless steel flat products,4337.893,10313944,29,True
Slovakia,Slovakia,72083700,Hot-rolled flat products,4328.033,2999405,17,False
Italy,Italy,72155011,Other bars and rods,4320.394,4545762,29,False
South Korea,Germany,72091690,Cold-rolled flat products,4309.79,2629772,9,True
Netherlands,Netherlands,72259900,Other alloy flat products,4297.774,5058616,29,False
Finland,Germany,72193310,Stainless steel flat products,4292.78,10175053,28,True
South Korea,Netherlands,72163390,Angles shapes and sections,4211.552,3126212,26,True
Germany,Germany,72112330,Flat products under 600mm,4206.735,5181022,29,False
Ukraine,Ukraine,72091690,Cold-rolled flat products,4181.7300000000005,2533223,3,False
Germany,Germany,72072015,Semi-finished steel,4173.67,3320723,10,False
Germany,Germany,72085299,Hot-rolled flat products,4153.114,3288127,29,False
Italy,Italy,72282091,Other alloy bars rods and sections,4137.198,3227788,24,False
Italy,Italy,72111300,Flat products under 600mm,4128.975,3009912,29,False
Turkey,Netherlands,72163110,Angles shapes and sections,4127.960999999999,2721800,6,True
Vietnam,Vietnam,72091790,Cold-rolled flat products,4091.9900000000002,2176447,10,False
Germany,Netherlands,72163390,Angles shapes and sections,4077.679,3398983,29,True
Poland,Poland,72283061,Other alloy bars rods and sections,4057.578,4932119,29,False
India,India,72159000,Other bars and rods,4018.233,4544318,29,False
Unknown / not supplied,Netherlands,72163390,Angles shapes and sections,4016.182,3228982,27,True
France,France,72151000,Other bars and rods,4009.654,3573764,29,False
Ireland,Ireland,72251990,Other alloy flat products,3990.088,6908074,29,False
Spain,Spain,72085191,Hot-rolled flat products,3953.062,3220696,26,False
Italy,Italy,72149950,Other bars and rods,3935.744,2770723,29,False
Norway,Norway,72021900,Ferro-alloys,3935.0,4868713,19,False
Italy,Italy,72283061,Other alloy bars rods and sections,3933.003,4640486,29,False
Germany,Germany,72052900,Granules and powders,3930.192,4314041,29,False
Spain,Spain,72071116,Semi-finished steel,3917.6,1670371,1,False
Poland,Poland,72169180,Angles shapes and sections,3907.636,4829112,29,False
Italy,Italy,72299050,Alloy steel wire,3898.958,6938054,29,False
China,China,72163310,Angles shapes and sections,3890.951,2016821,4,False
Germany,Germany,72085191,Hot-rolled flat products,3884.358,3444782,27,False
Vietnam,Vietnam,72091690,Cold-rolled flat products,3865.535,2130516,9,False
Brazil,Brazil,72022100,Ferro-alloys,3805.8,3286911,14,False
Taiwan,Taiwan,72091790,Cold-rolled flat products,3805.695,2051201,12,False
Malaysia,Malaysia,72022100,Ferro-alloys,3794.386,3071825,13,False
Italy,Italy,72285069,Other alloy bars rods and sections,3792.929,5346078,29,False
Germany,Germany,72101220,Coated or plated flat products,3789.81,4562677,29,False
Poland,France,72169180,Angles shapes and sections,3779.898,4026784,20,True
Germany,Germany,72299090,Alloy steel wire,3765.007,7389928,29,False
Poland,Poland,72179020,Wire,3761.886,3391322,28,False
Vietnam,Vietnam,72082700,Hot-rolled flat products,3758.002,1967389,2,False
Germany,Netherlands,72085191,Hot-rolled flat products,3754.5710000000004,3470874,15,True
India,India,72172030,Wire,3737.417,7477666,19,False
Finland,Sweden,72107080,Coated or plated flat products,3711.833,4414350,18,True
Finland,Finland,72193210,Stainless steel flat products,3707.238,9401758,29,False
Unknown / not supplied,France,72142000,Other bars and rods,3684.377,1979950,2,True
Indonesia,Indonesia,72085291,Hot-rolled flat products,3667.617,2048806,2,False
Italy,Italy,72193310,Stainless steel flat products,3660.853,7385259,22,False
India,India,72021180,Ferro-alloys,3655.36,2626305,13,False
France,Spain,72021180,Ferro-alloys,3627.2000000000003,3391720,18,True
Unknown / not supplied,Netherlands,72083700,Hot-rolled flat products,3621.885,2113490,24,True
Spain,Spain,72223051,Stainless steel bars sections and wire,3615.8559999999998,14753514,27,False
France,France,72255080,Other alloy flat products,3611.638,3558156,29,False
Italy,Italy,72287090,Other alloy bars rods and sections,3608.146,3960797,29,False
France,France,72029980,Ferro-alloys,3600.61,3083,14,False
Indonesia,China,72193310,Stainless steel flat products,3597.001,5871737,19,True
Spain,Spain,72151000,Other bars and rods,3591.151,3663530,29,False
Ireland,Ireland,72163110,Angles shapes and sections,3589.7799999999997,7032623,21,False
United Arab Emirates,United Arab Emirates,72163291,Angles shapes and sections,3589.342,3109209,1,False
Germany,Germany,72105000,Coated or plated flat products,3577.398,3531638,16,False
Netherlands,Netherlands,72082500,Hot-rolled flat products,3567.914,2342006,26,False
Germany,Germany,72202041,Stainless steel flat products under 600mm,3552.51,12041749,29,False
Zimbabwe,South Africa,72024190,Ferro-alloys,3537.6,3188478,1,True
Poland,Poland,72283069,Other alloy bars rods and sections,3519.38,3645268,29,False
Netherlands,Netherlands,72299090,Alloy steel wire,3507.888,4356153,29,False
Unknown / not supplied,Spain,72163190,Angles shapes and sections,3491.712,2414411,26,True
Unknown / not supplied,Germany,72083900,Hot-rolled flat products,3485.92,1838913,20,True
Canada,Poland,72011090,Pig iron,3477.239,1243054,2,True
China,China,72171039,Wire,3456.3779999999997,2939916,29,False
Finland,Finland,72192210,Stainless steel flat products,3445.729,8472007,29,False
Italy,Italy,72222081,Stainless steel bars sections and wire,3435.989,10630333,29,False
Kazakhstan,Latvia,72022100,Ferro-alloys,3428.44,3860687,10,True
France,France,72166110,Angles shapes and sections,3424.205,3310561,26,False
Sweden,Sweden,72107080,Coated or plated flat products,3418.988,3910683,29,False
China,Hong Kong,72149931,Other bars and rods,3418.0969999999998,2209880,5,True
Tunisia,Tunisia,72104900,Coated or plated flat products,3416.901,2497820,1,False
United Arab Emirates,United Arab Emirates,72163390,Angles shapes and sections,3413.782,2118786,1,False
Egypt,Egypt,72091690,Cold-rolled flat products,3389.5519999999997,2027761,4,False
South Korea,South Korea,72255080,Other alloy flat products,3383.715,1912171,5,False
South Korea,South Korea,72091891,Cold-rolled flat products,3382.636,2293638,15,False
Unknown / not supplied,Ireland,72210010,Stainless steel bars and rods,3370.6749999999997,3954529,13,True
Finland,Finland,72193390,Stainless steel flat products,3363.224,5586060,29,False
France,France,72285061,Other alloy bars rods and sections,3359.336,6430323,29,False
China,China,72172090,Wire,3356.041,3281351,29,False
Austria,Poland,72011090,Pig iron,3334.139,1109160,2,True
Spain,Spain,72149979,Other bars and rods,3332.682,1963671,9,False
France,Belgium,72111300,Flat products under 600mm,3326.9790000000003,2131733,16,True
Finland,Finland,72083800,Hot-rolled flat products,3326.705,1865049,15,False
China,Hong Kong,72149971,Other bars and rods,3319.1890000000003,2085782,5,True
France,Belgium,72199080,Stainless steel flat products,3305.985,8205750,29,True
China,China,72022100,Ferro-alloys,3288.161,3056408,15,False
Netherlands,Netherlands,72085400,Hot-rolled flat products,3287.459,2505448,29,False
China,China,72199080,Stainless steel flat products,3284.354,9477353,29,False
Indonesia,Vietnam,72104900,Coated or plated flat products,3273.88,1532485,1,True
China,China,72166110,Angles shapes and sections,3249.591,2840832,26,False
Germany,Germany,72163110,Angles shapes and sections,3242.598,2567317,29,False
Spain,Spain,72085291,Hot-rolled flat products,3241.2070000000003,2865442,23,False
Germany,Netherlands,72259900,Other alloy flat products,3229.259,4058283,15,True
Italy,San Marino,72107080,Coated or plated flat products,3216.922,6409521,23,True
Unknown / not supplied,Ireland,72042190,Ferrous waste and scrap,3213.606,1217992,29,True
Czechia,Poland,72143000,Other bars and rods,3198.407,2339082,27,True
Slovenia,Slovenia,72192110,Stainless steel flat products,3187.583,8773877,29,False
Germany,Germany,72082500,Hot-rolled flat products,3181.025,2094003,21,False
Italy,Italy,72149939,Other bars and rods,3157.33,2204225,29,False
France,France,72279095,Alloy bars and rods hot-rolled,3149.63,5419810,29,False
Netherlands,Taiwan,72071210,Semi-finished steel,3145.735,1412870,1,True
Belgium,Belgium,72085191,Hot-rolled flat products,3145.003,3274178,22,False
Netherlands,Germany,72071210,Semi-finished steel,3135.893,1410495,1,True
Unknown / not supplied,Belgium,72082700,Hot-rolled flat products,3133.46,1710541,18,True
Turkey,Taiwan,72104900,Coated or plated flat products,3130.595,1924455,1,True
Italy,Italy,72155019,Other bars and rods,3129.799,2776815,29,False
Taiwan,Taiwan,72193310,Stainless steel flat products,3107.012,6661608,29,False
Japan,Japan,72279095,Alloy bars and rods hot-rolled,3093.823,3990233,17,False
